Varunummer,Namn,Producent,Pris,Volym,Forpackning,Kategori3,Ursprung,Druvor,Vivino_betyg,Vivino_antal_recensioner,Matchningssäkerhet,Matchningskälla,Vivino_url
2018601,Pflüger Red Balloon Cuvée,Weinkontor A.&J. Pflüger,119.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Tyskland,"Pinot noir, Dornfelder, Merlot",,,,,
7149901,Alvaroni Cava Reserva Brut,Fields Wine Co,109.0,750 ml,Glasflaska,Torrt vitt,Spanien,,3.4,78,,websearch,https://www.vivino.com/sv/alvaroni-cava-organic-brut-reserva/w/8719683
2017101,The Low Blanc de Blancs,United Drinks Europe BV,99.0,750 ml,Lättare glasflaska,Torrt vitt,Tyskland,,,,,,
7283101,Gremillet Cuvée Prestige Brut,Champagne J-M Gremillet,479.0,750 ml,,,Frankrike,"Pinot noir, Chardonnay",3.9,1548,,websearch,https://www.vivino.com/sv/champagne-gremillet-champagne-cuvee-prestige-brut/w/1419956
7876801,Dignitat Cava Brut Nature,Josep Masachs,119.0,750 ml,Glasflaska,Torrt vitt,Spanien,"Macabeo, Parellada, Xarel-lo",3.4,3653,,websearch,https://www.vivino.com/sv/dignitat-cava-organic-brut-nature/w/1711885
7582101,Il Capolavoro Piemonte Rosso,Globus Wine,79.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Italien,"Barbera, Nebbiolo, Dolcetto",,,,,
244801,Saint Mont Les Cépages Préservés,Plaimont Producteurs,99.0,750 ml,Lättare glasflaska,Fylligt & Smakrikt,Frankrike,,3.8,1185,,websearch,https://www.vivino.com/sv/plaimont-les-cepages-preserves-saint-mont/w/9474488
549402,Sancerre Domaine des Vieux Pruniers,Earl Christian Thirot Fournier,129.0,375 ml,Glasflaska,,Frankrike,Sauvignon blanc,3.8,1990,,websearch,https://www.vivino.com/sv/des-vieux-pruniers-sancerre-blanc/w/1203145
5829001,Pitch Algarve Reserva,Casa Santos Lima - Companhia das Vinhas S.A.,89.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Portugal,"Syrah, Touriga naçional, Alicante bouschet",,,,,
7305901,Zengarello Barolo,Urban Wines,209.0,750 ml,Glasflaska,Stramt & Nyanserat,Italien,Nebbiolo,,,,,
211401,Crudo Rosé Organic,Maggio Vini,99.0,750 ml,Glasflaska,Friskt & Bärigt,Italien,Frappato,3.4,196,,websearch,https://www.vivino.com/sv/crudo-frappato-organic-rose-sicily/w/12633669
773101,Vilarnau Brut Nature Organic,Gonzalez Byass,119.0,750 ml,Glasflaska,Torrt vitt,Spanien,"Macabeo, Parellada, Xarel-lo",,,,,
2018001,La Belle Extra Brut Blanc de Blancs,Chaquepe,149.0,750 ml,Glasflaska,Torrt vitt,Argentina,Chardonnay,,,,,
7366301,Enzo Bartoli Langhe Nebbiolo,MGM S.r.l.,149.0,750 ml,Glasflaska,Stramt & Nyanserat,Italien,Nebbiolo,3.7,4434,,websearch,https://www.vivino.com/sv/enzo-bartoli-nebbiolo/w/6527743
7841601,Casteloro Prosecco Rosé,Fields Wine Company AB,99.0,750 ml,Lättare glasflaska,Rosé,Italien,"Pinot noir, Glera",3.5,156,,websearch,https://www.vivino.com/sv/casteloro-prosecco-prosecco-rose-extra-dry-prosecco/w/9053791
229502,Blason de Bourgogne Mâcon-Villages Chardonnay,Vignerons des Grandes Vignes,79.0,375 ml,Glasflaska,Friskt & Fruktigt,Frankrike,Chardonnay,3.5,6516,,websearch,https://www.vivino.com/sv/blason-chardonnay-macon-villages/w/22528
645701,Crozes-Hermitage Terrasse Des Chassis,Terranea,199.0,750 ml,Glasflaska,Kryddigt & Mustigt,Frankrike,Syrah,,,,,
655101,Quara Single Vineyard Malbec,Bodegas Felix Lavaque,165.0,750 ml,Glasflaska,Fruktigt & Smakrikt,Argentina,Malbec,,,,,
276634,Rosé Sparkling Wine Belrose,Arthur Metz,39.0,200 ml,Burk,Rosé,Frankrike,"Grenache, Syrah, Ugni blanc",,,,,
255901,Vivir Sin Dormir Monastrell Organico,Bodegas Antonio Arraez,99.0,750 ml,Glasflaska,Fruktigt & Smakrikt,Spanien,Monastrell,,,,,
561201,Stoneleigh Pinot Noir Rosé,Vinarchy,129.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Nya Zeeland,Pinot noir,,,,,
254401,La Planta Reserva,"La Planta Agro, S.L",149.0,750 ml,Glasflaska,Kryddigt & Mustigt,Spanien,Tempranillo,3.9,386,,websearch,https://www.vivino.com/sv/arzuaga-la-planta-reserva/w/12387395
5291501,150+1 Barbera Piemonte,Schenk Italia Spa,99.0,750 ml,Glasflaska,Fruktigt & Smakrikt,Italien,Barbera,,,,,
312801,Alba Rhino Vinho Verde,Quinta das Arcas – Soc. Agr. Lda,169.0,750 ml,Glasflaska,Friskt & Fruktigt,Portugal,Alvarinho,,,,,
277114,Asiotus Vino Bianco Biologico Frizzante,Cuvage Srl,39.0,200 ml,Burk,Torrt vitt,Italien,Glera,,,,,
7171906,Mandrarossa Timperosse Petit Verdot,Cantine Settesoli,269.0,1500 ml,Glasflaska,Fruktigt & Smakrikt,Italien,Petit verdot,,,,,
219301,Let every moment Spark Brut,Juhászvin,99.0,750 ml,Lättare glasflaska,Torrt vitt,Ungern,,,,,,
9432101,Bargemone Rosé Minuit,Domaine Bargemone,139.0,750 ml,Lättare glasflaska,Friskt & Bärigt,Frankrike,,,,,,
9387601,Pita Pet-Nat,António Lopes Ribeiro Wines Lda,199.0,750 ml,Lättare glasflaska,,Portugal,,,,,,
7099001,Lynx Pinot Noir,House of Big Wines,139.0,750 ml,Glasflaska,Kryddigt & Mustigt,USA,Pinot noir,3.8,128,,websearch,https://www.vivino.com/sv/lynx-california-pinot-noir/w/13566943
9019201,Mira Sav Blanc,MIRA s.r.o.,300.0,750 ml,Lättare glasflaska,,Tjeckien,Sauvignon blanc,4.2,138,,websearch,https://www.vivino.com/sv/mira-velkopavlovicka-sav-blanc/w/11887388
9485201,Otronia Rugientes 45 Bodega Argento,Bodega Argento S.A,289.0,750 ml,Glasflaska,,Argentina,Pinot noir,,,,,
9301501,Viore Rosado,Bodegas Riojanas Grupo,99.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Spanien,"Garnacha, Tinta de toro",3.4,426,,websearch,https://www.vivino.com/sv/viore-rosado-toro/w/4194841
9057401,Zolo Reserve Cabernet Sauvignon,Fincas Patagonicas,189.0,750 ml,Glasflaska,Fruktigt & Smakrikt,Argentina,Cabernet sauvignon,3.8,4461,,websearch,https://www.vivino.com/sv/zolo-reserve-cabernet-sauvignon/w/86153
9307401,Beaune Bressandes Premier Cru Albert Morot,Albert Morot,649.0,750 ml,Glasflaska,,Frankrike,Pinot noir,4.0,958,,websearch,https://www.vivino.com/sv/albert-morot-beaune-1er-cru-les-bressandes/w/2432007
9115601,Cinque Terre Terenzuola,TERENZUOLA DI IVAN GIULIANI,279.0,750 ml,Glasflaska,Friskt & Fruktigt,Italien,"Albarola, Vermentino, Bosco, Rossese",3.9,657,,websearch,https://www.vivino.com/sv/terenzuola-cinque-terre/w/1658367
9291001,Pink Punk Chichateau,Chichateau Doo,159.0,750 ml,Glasflaska,Friskt & Bärigt,Serbien,"Cabernet franc, Merlot, Cabernet sauvignon",4.0,942,,websearch,https://www.vivino.com/sv/chichateau-pink-punk-roze/w/2689627
9281401,Fileri Rosé de Gris,Nestor Winery,179.0,750 ml,Glasflaska,Fruktigt & Smakrikt,Grekland,,,,,,
9129501,Emrich-Schönleber Riesling Sekt Brut,Emrich-Schönleber,259.0,750 ml,Glasflaska,Torrt vitt,Tyskland,Riesling,3.9,249,,websearch,https://www.vivino.com/sv/emrich-schonleber-riesling-brut/w/2721564
9047501,Château Lagrange,Château Lagrange,699.0,750 ml,Glasflaska,Stramt & Nyanserat,Frankrike,"Cabernet sauvignon, Merlot, Petit verdot",4.1,43243,,websearch,https://www.vivino.com/sv/chateau-lagrange-saint-julien-grand-cru-classe/w/97051
9369901,30.000 Maravedies Bodega Marañones,Alma Carraovejas Distribucion SLU,280.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Spanien,,,,,,
9457601,Mas de Daumas Gassac Blanc,Mas de Daumas Gassac,649.0,750 ml,Glasflaska,Fylligt & Smakrikt,Frankrike,,4.1,4987,,websearch,https://www.vivino.com/sv/mas-de-daumas-gassac-blanc/w/1772933
9486101,Quars,Portal del Priorat,300.0,750 ml,Glasflaska,Fylligt & Smakrikt,Spanien,Garnacha blanca,,,,,
9554401,Volnay Olivier Leflaive,Olivier Leflaive,759.0,750 ml,Glasflaska,,Frankrike,Pinot noir,,,,,
9027301,Château Sociando-Mallet,Chateau Sociando-Mallet,399.0,750 ml,Glasflaska,,Frankrike,,,,,,
9306501,Weingut Dr. Hermann Kinheimer Hubertuslay Riesling Kabinett,Weingut Dr. Hermann,221.0,750 ml,Glasflaska,Druvigt & Blommigt,Tyskland,Riesling,4.1,183,,websearch,https://www.vivino.com/sv/weingut-dr-hermann-kinheimer-hubertuslay-riesling-kabinett-eb234/w/6619079
9311201,Macán Benjamin de Rothschild Vega Sicilia,Bodegas Benjamin de Rothschild Vega Sicilia,795.0,750 ml,Glasflaska,,Spanien,Tempranillo,4.4,20597,,websearch,https://www.vivino.com/sv/benjamin-de-rothschild-and-vega-macan/w/1994112
9238301,Vara y Pulgar Blanco,Compañía de Vinos del Atlántico,219.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Spanien,,,,,,
9261201,Clos Alkio Cava Brut Nature,Clos Alkio,349.0,750 ml,Glasflaska,Torrt vitt,Spanien,"Parellada, Xarel-lo",4.0,56,,websearch,https://www.vivino.com/sv/clos-alkio-cava-brut-nature/w/13380910
9200801,Château de Rochemorin Blanc,Vignobles André Lurton,259.0,750 ml,Glasflaska,Fylligt & Smakrikt,Frankrike,Sauvignon blanc,3.8,2027,,websearch,https://www.vivino.com/sv/chateau-de-rochemorin-pessac-leognan-blanc/w/73561
9255401,Sadie Family Wines Columella,The Sadie Family Wines,1089.0,750 ml,Lättare glasflaska,,Sydafrika,,4.4,5920,,websearch,https://www.vivino.com/sv/sadie-family-columella/w/1164602
9339401,Van Volxem 1900 Brut,Weingut Van Volxem,359.0,750 ml,Glasflaska,Torrt vitt,Tyskland,Riesling,4.2,1143,,websearch,https://www.vivino.com/sv/van-volxem-nineteen-zero-zero-brut/w/1871261
9122502,Volare del Flor Per Se,Per Se,699.0,375 ml,Lättare glasflaska,,Argentina,,4.4,111,,websearch,https://www.vivino.com/sv/perse-ar-volare-de-flor-gualtallary/w/4807884
9015801,Reina De Los Deseos,Uvas Felices,929.0,750 ml,Glasflaska,,Spanien,,,,,,
7990301,Weinmann Riesling Organic,ViniMundi,88.0,1000 ml,Lättare glasflaska,Friskt & Fruktigt,Tyskland,,3.8,140,,websearch,https://www.vivino.com/sv/weinmann-riesling/w/9056957
7882301,This is The Bitch Blanc de Blancs Brut,Enjoy Wine & Spirits,89.0,750 ml,Glasflaska,Torrt vitt,Tyskland,,,,,,
7255601,Lucia De Maio Rosato Organic,Cantine di Verona s.c.a.,99.0,750 ml,Glasflaska,Fruktigt & Smakrikt,Italien,,,,,,
7795101,Casa Marzoni Prosecco Organic,Casa Marzoni,99.0,750 ml,Glasflaska,Torrt vitt,Italien,,,,,,
7967201,Cuvée 33 Coteaux Varois en Provence Rosé Organic,Icon Wines,99.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Frankrike,,,,,,
7206101,Lucia De Maio Ripasso Valpolicella,Cantine di Verona s.c.a.,129.0,750 ml,Glasflaska,Fruktigt & Smakrikt,Italien,"Corvina, Rondinella, Corvinone",3.9,252,,websearch,https://www.vivino.com/sv/it-cantina-di-verona-lucia-de-maio-valpolicella-ripasso/w/13773671
7125801,This is The Bitch Rosé,Enjoy Wine & Spirits,99.0,750 ml,Lättare glasflaska,Friskt & Bärigt,Frankrike,,,,,,
7574901,Signed By Sauvignon Blanc,Anora Group PLC,95.0,1000 ml,Lättare glasflaska,Friskt & Fruktigt,Tyskland,Sauvignon blanc,,,,,
7100701,Château Tour de Naujan Bordeaux Supérieur Collection Prestige,Grands Châteaux de France (Château Tour de Naujan),149.0,750 ml,Glasflaska,Kryddigt & Mustigt,Frankrike,"Merlot, Cabernet sauvignon",3.6,217,,websearch,https://www.vivino.com/sv/chateau-tour-de-naujan-bordeaux-superieur/w/2007239
7326801,Casa Nero  Piemonte Rosso Autentico,Globus Wine A/S,95.0,1000 ml,Lättare glasflaska,Fruktigt & Smakrikt,Italien,"Barbera, Nebbiolo",3.7,65,,websearch,https://www.vivino.com/sv/casa-nero-rosso-autentico/w/13779454
7746801,Viva Valentina Blanc de Blancs,Iconic Wines,99.0,750 ml,Glasflaska,Torrt vitt,Italien,,0.0,17,,websearch,https://www.vivino.com/sv/cerester-viva-valentina-blanc-de-blancs-organic/w/13724891
7333201,Cava Parador Imperial Reserva,Anora Plc,109.0,750 ml,Glasflaska,Torrt vitt,Spanien,,,,,,
7947401,Appassinero Appassimento,Globus Wine,90.0,1000 ml,Lättare glasflaska,Kryddigt & Mustigt,Italien,,,,,,
7279501,Berså Bianco,The Wine & Spirit Collective,99.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Italien,"Trebbiano, Catarratto, Chardonnay",,,,,
7545401,Roseblood d'Estoublon,Societe Agricole du Domaine D'Estoublon,179.0,750 ml,Glasflaska,Friskt & Bärigt,Frankrike,,4.0,3784,,websearch,https://www.vivino.com/sv/chateau-d-estoublon-roseblood-d-estoublon/w/8505439
7532501,Frantzén & Cauble Bourgogne Blanc,Björn Frantzén,249.0,750 ml,Glasflaska,Fylligt & Smakrikt,Frankrike,Chardonnay,,,,,
7819301,Vieira Atlantica Albariño,Urban Wines,99.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Spanien,,,,,,
7550001,Château Le Grand Moulin Bordeaux,Carovin AB,119.0,750 ml,Glasflaska,Fruktigt & Smakrikt,Frankrike,,3.7,208,,websearch,https://www.vivino.com/sv/chateau-le-grand-moulin-bordeaux-bordeaux/w/12658647
253001,Vigno Odfjell Carignan,Odfjell Vineyards,299.0,750 ml,Glasflaska,Fruktigt & Smakrikt,Chile,Carignan,4.0,505,,websearch,https://www.vivino.com/sv/odfjell-vignadores-de-vigno-carignan/w/1751925
743001,Jeanmaire Brut,Jeanmaire,305.0,750 ml,Glasflaska,Torrt vitt,Frankrike,"Pinot noir, Chardonnay, Pinot meunier",0.0,4,,websearch,https://www.vivino.com/sv/jeanmaire-collection-brut-champagne/w/2097123
7468301,Château Vieira Bordeaux Supérieur,Société Viticole de France,115.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Frankrike,,,,,,
7467701,Castelcaia Riserva,Oenoforos AB,99.0,750 ml,Lättare glasflaska,,Italien,,,,,,
7603301,Villa Mirage Côtes du Rhône,Spring Wine & Spirits,79.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Frankrike,,,,,,
2307201,Casalforte Corvina Veronese,Collis Heritage S.p.A.,99.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Italien,Corvina,3.6,5940,,websearch,https://www.vivino.com/sv/casalforte-corvina-veronese/w/1260262
7130201,Fitapreta o Illuminsta Red Wine,Fitapreta Vinhos,195.0,750 ml,Glasflaska,,Portugal,"Aragonez, Alicante bouschet, Trincadeira, Castelão",,,,,
